pair_id,n_samples,raw_column_count,selected_raw_column_0,selected_raw_column_1,true_source_local,true_target_local,weight,cdfm_direction,cdfm_correct,cdfm_failure,cdfm_runtime_sec,lingam_direction,lingam_correct,lingam_failure,lingam_runtime_sec,mean_abs_skewness,mean_abs_excess_kurtosis,mean_abs_pearson_correlation,mean_abs_spearman_correlation,nonlinearity_gain_median,nonlinearity_gain_mean,nonlinearity_gain_max,feature_runtime_sec,router_defer_probability,router_prediction,selected_solver,hybrid_correct,oracle_correct,raw_prediction_path
pair0084,3102,2,0,1,1,0,1.0,1->0,1,,2.2640002999978606,1->0,1,,0.00513519998639822,0.4750412851687392,0.7365332069557968,0.994740828327552,0.9927548221470304,-0.054659814944142904,-0.054659814944142904,-0.05386959955436158,0.026567099994281307,0.9999996292436657,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0084.npz
pair0085,994,2,0,1,0,1,1.0,0->1,1,,0.46787620001123287,1->0,0,,0.004703200014773756,0.14193870470991757,0.6663818159099173,0.20467237809494837,0.17621381662865349,0.06455260526941621,0.06455260526941621,0.1066100410798077,0.021398299984866753,0.4104782244863254,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0085.npz
pair0086,666,2,0,1,0,1,1.0,1->0,0,,0.3324881999869831,1->0,0,,0.004582100023981184,1.090316126671464,3.088598143050981,0.6327774868040126,0.6701003560424934,0.04898415088184641,0.04898415088184641,0.09847638193970158,0.021788100013509393,0.2949621491591232,0,CDFM,0,0,results/tuebingen/raw_predictions/pair0086.npz
pair0087,7753,2,0,1,0,1,1.0,0->1,1,,10.174520200002007,1->0,0,,0.006768299994291738,1.9434692260157231,8.5779777545127,0.2276680292623122,0.38546266261549467,0.07454618589710033,0.07454618589710033,0.08167360545225183,0.03433059999952093,1.4962378625808097e-06,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0087.npz
pair0088,261,2,0,1,0,1,1.0,0->1,1,,0.11225849998299964,0->1,1,,0.00301799998851493,0.6650216736919332,0.7119337134467394,0.4872358626215337,0.5306034981580791,0.10289181733787836,0.10289181733787836,0.10769286714539063,0.02399740001419559,0.1606596884641016,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0088.npz
pair0089,131,2,0,1,1,0,0.25,1->0,1,,0.07285759999649599,1->0,1,,0.003315199981443584,0.39642162307677414,0.8167976506402024,0.6390892342700951,0.6896655278551702,-0.007912606561692525,-0.007912606561692525,0.034122658094567875,0.023368299996946007,0.9994660574513476,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0089.npz
pair0090,126,2,0,1,1,0,0.25,0->1,0,,0.07873760000802577,0->1,0,,0.003321600001072511,0.2804321091472468,0.6019554136601102,0.4077880883097595,0.4508408942547696,-0.00521091480757063,-0.00521091480757063,0.01444246168424577,0.022385300020687282,0.9885423384107872,1,DirectLiNGAM,0,0,results/tuebingen/raw_predictions/pair0090.npz
pair0091,149,2,0,1,0,1,0.25,1->0,0,,0.08550349998404272,0->1,1,,0.003187800000887364,0.19090417833904433,1.0312114544688271,0.7455550814109559,0.767361540137587,0.18066748425978768,0.18066748425978768,0.2183161849844675,0.021311999997124076,0.9990092872557463,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0091.npz
pair0092,150,2,0,1,1,0,0.25,1->0,1,,0.08348519998253323,1->0,1,,0.0032838000042829663,0.4727206549803989,0.6504630451169984,0.8674444128580333,0.8863196736008608,0.16825672758288526,0.16825672758288526,0.33313636154652776,0.021802500006742775,0.984398890713369,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0092.npz
pair0093,432,2,0,1,0,1,1.0,0->1,1,,0.18572179999318905,1->0,0,,0.0033024000003933907,1.9505923977707136,9.187333427633584,0.8744366255987601,0.8489933954788235,0.18984369207550722,0.18984369207550722,0.2527591609383196,0.022165299975313246,0.003984028209405295,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0093.npz
pair0094,9504,2,0,1,0,1,0.3333,0->1,1,,14.179725699999835,1->0,0,,0.009636899980250746,0.1611594397425441,1.0516291705522076,0.02015089796616068,0.02408443743374158,0.042722748376131915,0.042722748376131915,0.08584035802958793,0.038906400004634634,0.049020872128691884,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0094.npz
pair0095,9504,2,0,1,0,1,0.3333,0->1,1,,14.30304420000175,0->1,1,,0.008905700000468642,0.46590763254302253,2.8816819872111843,0.1803972978514944,0.23244349629473623,0.07123439232302271,0.07123439232302271,0.10474291023981598,0.03476179999415763,0.09382554894758054,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0095.npz
pair0096,9504,2,0,1,0,1,0.3333,0->1,1,,14.56338720000349,0->1,1,,0.00651459998334758,0.6270670722855667,2.7291350746004936,0.38483425453746917,0.38866567227415716,0.19913642928038433,0.19913642928038433,0.2175083853786432,0.032475900021381676,0.013714188416161413,0,CDFM,1,1,results/tuebingen/raw_predictions/pair0096.npz
pair0097,202,2,0,1,0,1,0.5,1->0,0,,0.10339200001908466,0->1,1,,0.003988699987530708,0.09152832469820875,0.38852435308619127,0.40530877332114074,0.38435916016512844,-0.02307757082072959,-0.02307757082072959,0.0005788189020286574,0.02242419999674894,0.9986803404060757,1,DirectLiNGAM,1,1,results/tuebingen/raw_predictions/pair0097.npz
pair0098,94,2,0,1,0,1,0.5,0->1,1,,0.0639833000022918,1->0,0,,0.002748200000496581,0.7835997482073682,0.1629412684277971,0.9678717130090028,0.9430956313559063,0.0025968092914589284,0.0025968092914589284,0.06578001431178657,0.020174200006294996,0.9993203937552896,1,DirectLiNGAM,0,1,results/tuebingen/raw_predictions/pair0098.npz
pair0099,2287,2,0,1,1,0,1.0,0->1,0,,1.5628045999910682,0->1,0,,0.005465199996251613,0.465157038014243,0.5290875435864086,0.35532774526420696,0.3587902048790551,0.0014092878655316901,0.0014092878655316901,0.010617969316915589,0.028693400003248826,0.6711503879381495,1,DirectLiNGAM,0,0,results/tuebingen/raw_predictions/pair0099.npz
pair0100,209,2,0,1,0,1,1.0,1->0,0,,0.10760909999953583,1->0,0,,0.0026261000020895153,0.4598357076796975,0.2884963087503314,0.7017777127390907,0.6923178882627147,0.0572523896023424,0.0572523896023424,0.1033572039529312,0.01970689999870956,0.9940822515543899,1,DirectLiNGAM,0,0,results/tuebingen/raw_predictions/pair0100.npz
