dataset_id,stratum,base_seed,lambda,n_samples,n_variables,mechanism,noise,edge_count,cdfm_f1,lingam_f1,cdfm_precision,lingam_precision,cdfm_recall,lingam_recall,cdfm_shd,lingam_shd,cdfm_runtime_sec,lingam_runtime_sec,feature_runtime_sec,cdfm_threshold,winner,winner_margin,mean_abs_skewness,mean_abs_excess_kurtosis,mean_abs_pearson_correlation,mean_abs_spearman_correlation,nonlinearity_gain_median,nonlinearity_gain_mean,nonlinearity_gain_max,router_defer_probability,router_prediction,router_target,selected_solver,hybrid_f1,oracle_f1,raw_prediction_path
router_ood_student_t_seed_2009_lambda_0p50,router_ood_student_t,2009,0.5,1000,10,rff,student_t_df3,7,0.8750000000000001,0.6250000000000001,0.7777777777777778,0.5555555555555556,1.0,0.7142857142857143,2,4,2.2778780999942683,0.2318115999805741,0.23268159999861382,0.7820712357026406,cdfm,0.25,1.141979758879597,20.37709972980639,0.07332209365739764,0.04562640206793341,0.030220285512352014,0.03088953131240485,0.25972655868313776,0.9535547754783473,1,0,DirectLiNGAM,0.6250000000000001,0.8750000000000001,results/synthetic/raw_predictions/router_ood_student_t_seed_2009_lambda_0p50.npz
router_ood_student_t_seed_2009_lambda_0p75,router_ood_student_t,2009,0.75,1000,10,rff,student_t_df3,7,0.8235294117647058,0.16666666666666666,0.7,0.2,1.0,0.14285714285714285,3,8,2.382665100012673,0.22766340000089258,0.27626490002148785,0.7501068736895643,cdfm,0.6568627450980392,1.0967706367683105,18.71933927583762,0.038237502591092626,0.058230915564248906,-0.00532515287620777,0.045074286616306344,0.42674219085000503,0.660618580191329,1,0,DirectLiNGAM,0.16666666666666666,0.8235294117647058,results/synthetic/raw_predictions/router_ood_student_t_seed_2009_lambda_0p75.npz
router_ood_student_t_seed_2009_lambda_1p00,router_ood_student_t,2009,1.0,1000,10,rff,student_t_df3,7,0.6666666666666665,0.15384615384615383,0.5454545454545454,0.16666666666666666,0.8571428571428571,0.14285714285714285,5,7,2.4322563000023365,0.23653649998595938,0.2259425999945961,0.7276864610139198,cdfm,0.5128205128205127,0.9754148739147406,14.523298961686175,0.06112789267922944,0.08876554369887701,0.011841598783648651,0.07243399078935396,0.4256125533424864,0.1556064940743717,0,0,CDFM,0.6666666666666665,0.6666666666666665,results/synthetic/raw_predictions/router_ood_student_t_seed_2009_lambda_1p00.npz
router_ood_student_t_seed_2010_lambda_0p00,router_ood_student_t,2010,0.0,1000,10,rff,student_t_df3,11,0.846153846153846,1.0,0.7333333333333333,1.0,1.0,1.0,4,0,2.450005999999121,0.2418519000057131,0.20135050002136268,0.7683562021314269,lingam,0.15384615384615397,1.17490747823393,16.254441924999828,0.2276964595877415,0.21984591397924733,-0.014954380058827765,-0.05895541221219984,0.02870290333141625,0.990158550853304,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2010_lambda_0p00.npz
router_ood_student_t_seed_2010_lambda_0p25,router_ood_student_t,2010,0.25,1000,10,rff,student_t_df3,11,0.8333333333333333,1.0,0.7692307692307693,1.0,0.9090909090909091,1.0,4,0,2.316277899983106,0.23561879998305812,0.1941999999980908,0.7705643176906211,lingam,0.16666666666666674,1.0770516832577612,16.168198473280892,0.1912103632560278,0.19301265327931996,0.008029182180788443,-0.008873248916597467,0.07134187568521998,0.9891100110517753,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2010_lambda_0p25.npz
router_ood_student_t_seed_2010_lambda_0p50,router_ood_student_t,2010,0.5,1000,10,rff,student_t_df3,11,0.7500000000000001,0.6923076923076923,0.6923076923076923,0.6,0.8181818181818182,0.8181818181818182,5,6,2.376891300023999,0.22590089999721386,0.20399819998419844,0.7058699501841159,cdfm,0.05769230769230782,1.1234336329014085,15.890329334068657,0.1379798108682114,0.1410658122658123,0.04075019726987983,0.03309781643401207,0.13962239431544407,0.796540214033152,1,0,DirectLiNGAM,0.6923076923076923,0.7500000000000001,results/synthetic/raw_predictions/router_ood_student_t_seed_2010_lambda_0p50.npz
router_ood_student_t_seed_2010_lambda_0p75,router_ood_student_t,2010,0.75,1000,10,rff,student_t_df3,11,0.7500000000000001,0.4999999999999999,0.6923076923076923,0.46153846153846156,0.8181818181818182,0.5454545454545454,5,10,2.3119455999985803,0.2418173000041861,0.20673629999510013,0.6939086384614257,cdfm,0.2500000000000002,1.1135739264937656,14.837571444702082,0.09535661878966495,0.11252664159330829,0.031021453720834053,0.055589945875061234,0.26601135731218606,0.2116293106107846,0,0,CDFM,0.7500000000000001,0.7500000000000001,results/synthetic/raw_predictions/router_ood_student_t_seed_2010_lambda_0p75.npz
router_ood_student_t_seed_2010_lambda_1p00,router_ood_student_t,2010,1.0,1000,10,rff,student_t_df3,11,0.6896551724137931,0.16666666666666669,0.5555555555555556,0.15384615384615385,0.9090909090909091,0.18181818181818182,8,16,2.3953489999985322,0.2376376000174787,0.2167399000027217,0.6431927573236927,cdfm,0.5229885057471264,1.0806226541424104,13.938492008498628,0.09419193604666702,0.12835942329275665,0.024215130568914757,0.05759784313230496,0.32968265742329245,0.09370981874618767,0,0,CDFM,0.6896551724137931,0.6896551724137931,results/synthetic/raw_predictions/router_ood_student_t_seed_2010_lambda_1p00.npz
router_ood_student_t_seed_2011_lambda_0p00,router_ood_student_t,2011,0.0,1000,10,rff,student_t_df3,8,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2.544385899993358,0.292853599996306,0.24605430001975037,0.8215849498540443,tie,0.0,2.9488787404808106,55.45088890111215,0.17526123810233712,0.16257175057175058,-0.07181947498498573,-0.1206553982488229,-0.00011421298099055354,0.9999999996451365,1,0,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2011_lambda_0p00.npz
router_ood_student_t_seed_2011_lambda_0p25,router_ood_student_t,2011,0.25,1000,10,rff,student_t_df3,8,0.9411764705882353,0.9411764705882353,0.8888888888888888,0.8888888888888888,1.0,1.0,1,1,3.0685724000213668,0.24587859999155626,0.18626280000898987,0.8157304912825172,tie,0.0,3.0236609553432228,56.40698423069093,0.12730223309889432,0.10823084769751438,-0.05210196735927819,-0.07198061795922592,-0.006737307468057258,0.9999999991222883,1,0,DirectLiNGAM,0.9411764705882353,0.9411764705882353,results/synthetic/raw_predictions/router_ood_student_t_seed_2011_lambda_0p25.npz
router_ood_student_t_seed_2011_lambda_0p50,router_ood_student_t,2011,0.5,1000,10,rff,student_t_df3,8,0.7777777777777777,0.631578947368421,0.7,0.5454545454545454,0.875,0.75,4,7,2.440193899994483,0.22347409999929368,0.20912260000477545,0.7867928416464618,cdfm,0.14619883040935666,2.978149167420383,55.47594975271799,0.07796795703317425,0.09757396397396398,-0.015437597876961464,-0.0370059726633397,0.08510383739402412,0.9999999858986357,1,0,DirectLiNGAM,0.631578947368421,0.7777777777777777,results/synthetic/raw_predictions/router_ood_student_t_seed_2011_lambda_0p50.npz
router_ood_student_t_seed_2011_lambda_0p75,router_ood_student_t,2011,0.75,1000,10,rff,student_t_df3,8,0.5833333333333334,0.1904761904761905,0.4375,0.15384615384615385,0.875,0.25,10,12,2.443141399999149,0.27102970000123605,0.204657300026156,0.6919712811076287,cdfm,0.3928571428571429,2.889112596265061,51.22577312860854,0.08545435315566052,0.1262896198896199,0.01486026699200644,-0.01407711034462375,0.15739280122039317,0.9999989627798445,1,0,DirectLiNGAM,0.1904761904761905,0.5833333333333334,results/synthetic/raw_predictions/router_ood_student_t_seed_2011_lambda_0p75.npz
router_ood_student_t_seed_2011_lambda_1p00,router_ood_student_t,2011,1.0,1000,10,rff,student_t_df3,8,0.823529411764706,0.09523809523809525,0.7777777777777778,0.07692307692307693,0.875,0.125,3,13,2.7471598999982234,0.26751920001697727,0.2016038000001572,0.7464144465191856,cdfm,0.7282913165266107,2.6675569653018445,45.733076888129055,0.09332152781695077,0.13025342332009,0.0277521979196453,0.04953099200706038,0.2651991233903456,0.9999631224369794,1,0,DirectLiNGAM,0.09523809523809525,0.823529411764706,results/synthetic/raw_predictions/router_ood_student_t_seed_2011_lambda_1p00.npz
router_ood_student_t_seed_2012_lambda_0p00,router_ood_student_t,2012,0.0,1000,10,rff,student_t_df3,8,0.8421052631578948,1.0,0.7272727272727273,1.0,1.0,1.0,3,0,2.2295420999871567,0.23011439997935668,0.2257818999933079,0.7862038114772993,lingam,0.1578947368421052,1.2691888921940817,27.228176685898955,0.17566721133219593,0.16845491645491645,-0.018182977339520463,-0.07083671262722163,0.0136316913864821,0.9999987502614134,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2012_lambda_0p00.npz
router_ood_student_t_seed_2012_lambda_0p25,router_ood_student_t,2012,0.25,1000,10,rff,student_t_df3,8,0.823529411764706,1.0,0.7777777777777778,1.0,0.875,1.0,3,0,2.2944907000055537,0.2440266000048723,0.2006917999824509,0.8078052070798332,lingam,0.17647058823529405,1.305411300675399,26.42837934224857,0.14402235852096207,0.14245262165262165,-0.009161799432692307,-0.08537810185182337,0.06991959683222794,0.9999774155067824,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2012_lambda_0p25.npz
router_ood_student_t_seed_2012_lambda_0p50,router_ood_student_t,2012,0.5,1000,10,rff,student_t_df3,8,0.7000000000000001,0.888888888888889,0.5833333333333334,0.8,0.875,1.0,5,2,2.679504799976712,0.2681174000026658,0.19472910001059063,0.7588616508817733,lingam,0.18888888888888888,1.3037948925058989,25.415269467301137,0.09425435461793118,0.09532519079185747,-0.004308157310357915,-0.008722184295127304,0.1370480060419867,0.9998172694845667,1,1,DirectLiNGAM,0.888888888888889,0.888888888888889,results/synthetic/raw_predictions/router_ood_student_t_seed_2012_lambda_0p50.npz
router_ood_student_t_seed_2012_lambda_0p75,router_ood_student_t,2012,0.75,1000,10,rff,student_t_df3,8,0.7777777777777777,0.35294117647058826,0.7,0.3333333333333333,0.875,0.375,3,7,2.4235912000003736,0.23066090000793338,0.18550740001956,0.7435597953552846,cdfm,0.4248366013071894,1.2598418948720678,24.056284303127537,0.07741500920273592,0.10626659853326521,0.038821496859902535,0.032094401014043906,0.26125476051102026,0.9956791774235547,1,0,DirectLiNGAM,0.35294117647058826,0.7777777777777777,results/synthetic/raw_predictions/router_ood_student_t_seed_2012_lambda_0p75.npz
router_ood_student_t_seed_2012_lambda_1p00,router_ood_student_t,2012,1.0,1000,10,rff,student_t_df3,8,0.75,0.3157894736842105,0.75,0.2727272727272727,0.75,0.375,3,9,2.4734969999990426,0.24541819997830316,0.19676990000880323,0.7364388062476398,cdfm,0.4342105263157895,1.2181031681238863,22.664339774139787,0.09830381097853384,0.12995776569109904,0.06845209799908605,0.09787579648814085,0.3794468643801478,0.9696322670633262,1,0,DirectLiNGAM,0.3157894736842105,0.75,results/synthetic/raw_predictions/router_ood_student_t_seed_2012_lambda_1p00.npz
router_ood_student_t_seed_2013_lambda_0p00,router_ood_student_t,2013,0.0,1000,10,rff,student_t_df3,9,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2.5334785000013653,0.2547898000048008,0.19337230001110584,0.8478927185837434,tie,0.0,2.0815424269465628,44.49817390603101,0.163723990009316,0.1741739005739006,-0.019913242903570067,-0.0072060294743670344,0.26634430603309095,0.9999999881245875,1,0,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2013_lambda_0p00.npz
router_ood_student_t_seed_2013_lambda_0p25,router_ood_student_t,2013,0.25,1000,10,rff,student_t_df3,9,0.9473684210526316,1.0,0.9,1.0,1.0,1.0,1,0,2.4755139999906532,0.2262568000005558,0.21140919998288155,0.8245297279013074,lingam,0.05263157894736836,2.531449420659757,54.89456335819641,0.12735319263854292,0.13873278619945287,-0.003956398464896085,0.018803903458827344,0.34736935095578486,0.999999999370945,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2013_lambda_0p25.npz
router_ood_student_t_seed_2013_lambda_0p50,router_ood_student_t,2013,0.5,1000,10,rff,student_t_df3,9,0.9,0.8888888888888888,0.8181818181818182,0.8888888888888888,1.0,0.8888888888888888,2,2,2.2814521999971475,0.23356510000303388,0.1891489000117872,0.8091450956604628,cdfm,0.011111111111111183,2.732612074374881,60.028586499742424,0.07960009757953912,0.08585522238855574,0.04434922905912499,0.05399291080373923,0.3402293618581488,0.9999999997212821,1,0,DirectLiNGAM,0.8888888888888888,0.9,results/synthetic/raw_predictions/router_ood_student_t_seed_2013_lambda_0p50.npz
router_ood_student_t_seed_2013_lambda_0p75,router_ood_student_t,2013,0.75,1000,10,rff,student_t_df3,9,0.8888888888888888,0.4444444444444444,0.8888888888888888,0.4444444444444444,0.8888888888888888,0.4444444444444444,1,7,2.302441199979512,0.24673210000037216,0.19094520001090132,0.7730664396481363,cdfm,0.4444444444444444,2.5838343281746234,56.39881828061997,0.061434060503560387,0.07919169652502987,0.014921653084186106,0.04785810707144496,0.3062432299653511,0.9999999993031972,1,0,DirectLiNGAM,0.4444444444444444,0.8888888888888888,results/synthetic/raw_predictions/router_ood_student_t_seed_2013_lambda_0p75.npz
router_ood_student_t_seed_2013_lambda_1p00,router_ood_student_t,2013,1.0,1000,10,rff,student_t_df3,9,0.8888888888888888,0.3,0.8888888888888888,0.2727272727272727,0.8888888888888888,0.3333333333333333,1,9,2.508687599998666,0.25770609997562133,0.18845049999072216,0.7885059193880837,cdfm,0.5888888888888888,2.2755286228838787,46.95087388866891,0.06696765147105913,0.08640870347537016,0.03290195570784844,0.0821656652119754,0.4292255247239376,0.9999991787228159,1,0,DirectLiNGAM,0.3,0.8888888888888888,results/synthetic/raw_predictions/router_ood_student_t_seed_2013_lambda_1p00.npz
router_ood_student_t_seed_2014_lambda_0p00,router_ood_student_t,2014,0.0,1000,10,rff,student_t_df3,12,0.9166666666666666,1.0,0.9166666666666666,1.0,0.9166666666666666,1.0,2,0,2.3535887000034563,0.3619528000126593,0.28782379999756813,0.7418596437320986,lingam,0.08333333333333337,0.5651170197015541,12.118954020052705,0.22120457736601054,0.21425840145840142,-0.04413579812980557,-0.08118413632195069,0.030855797487997307,0.9998112785191788,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2014_lambda_0p00.npz
router_ood_student_t_seed_2014_lambda_0p25,router_ood_student_t,2014,0.25,1000,10,rff,student_t_df3,12,0.9166666666666666,1.0,0.9166666666666666,1.0,0.9166666666666666,1.0,2,0,2.5628593000001274,0.2321162999724038,0.19349049997981638,0.7724859796664735,lingam,0.08333333333333337,0.5877968765176809,11.711788099739797,0.18368000649636282,0.1847491660824994,0.009121517316618009,0.011346914495235052,0.06775978922796864,0.9981426255239665,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_student_t_seed_2014_lambda_0p25.npz
router_ood_student_t_seed_2014_lambda_0p50,router_ood_student_t,2014,0.5,1000,10,rff,student_t_df3,12,0.8333333333333334,0.6956521739130435,0.8333333333333334,0.7272727272727273,0.8333333333333334,0.6666666666666666,4,5,2.30421989999013,0.2321558000112418,0.2251436999940779,0.7390054473578582,cdfm,0.1376811594202899,0.6762833066369817,12.253832448983312,0.12747917450627194,0.13558582171915504,0.013793825461317065,0.015140329153150245,0.20437393493566444,0.9508333935614066,1,0,DirectLiNGAM,0.6956521739130435,0.8333333333333334,results/synthetic/raw_predictions/router_ood_student_t_seed_2014_lambda_0p50.npz
router_ood_student_t_seed_2014_lambda_0p75,router_ood_student_t,2014,0.75,1000,10,rff,student_t_df3,12,0.888888888888889,0.4166666666666667,0.8,0.4166666666666667,1.0,0.4166666666666667,3,10,2.2547713999811094,0.2568011999828741,0.20965639999485575,0.7079485298420674,cdfm,0.47222222222222227,0.745397453010235,12.402905366477018,0.08574657708921787,0.1036693535360202,0.019068839322533913,-0.03855559498121046,0.35929236566699024,0.26257438581417736,0,0,CDFM,0.888888888888889,0.888888888888889,results/synthetic/raw_predictions/router_ood_student_t_seed_2014_lambda_0p75.npz
router_ood_student_t_seed_2014_lambda_1p00,router_ood_student_t,2014,1.0,1000,10,rff,student_t_df3,12,0.75,0.08695652173913043,0.75,0.09090909090909091,0.75,0.08333333333333333,6,13,2.437334300018847,0.22763209999538958,0.30877909998525865,0.7421600057381883,cdfm,0.6630434782608696,0.7999624493876565,12.052917979129102,0.06781047772698388,0.09552383659050327,0.05215884376726896,0.06930148295851399,0.4848364392235424,0.025660160263637162,0,0,CDFM,0.75,0.75,results/synthetic/raw_predictions/router_ood_student_t_seed_2014_lambda_1p00.npz
router_ood_tanh_seed_1000_lambda_0p00,router_ood_tanh,1000,0.0,1000,10,tanh_additive,laplace,9,0.9,1.0,0.8181818181818182,1.0,1.0,1.0,2,0,2.349995600001421,0.2289328000042587,0.1840718000021297,0.7898509239717593,lingam,0.0999999999999999,0.1881733477260677,1.808803063259782,0.1644936212849508,0.1627913529246862,-0.0123169985721868,-0.0206776675989528,0.0059452281789013,0.8786883007217149,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_tanh_seed_1000_lambda_0p00.npz
router_ood_tanh_seed_1000_lambda_0p25,router_ood_tanh,1000,0.25,1000,10,tanh_additive,laplace,9,0.761904761904762,1.0,0.6666666666666666,1.0,0.8888888888888888,1.0,4,0,2.344909000006737,0.23221219997503795,0.1820653000031598,0.75811470815288,lingam,0.23809523809523803,0.18399389060534416,1.6658771999807158,0.16178190775827056,0.16616651203317873,-0.009615505796386028,-0.012643700375638996,0.009702094405521887,0.8631007038098016,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_tanh_seed_1000_lambda_0p25.npz
router_ood_tanh_seed_1000_lambda_0p50,router_ood_tanh,1000,0.5,1000,10,tanh_additive,laplace,9,0.7272727272727274,1.0,0.6153846153846154,1.0,0.8888888888888888,1.0,5,0,2.4013970000087284,0.23069550000946037,0.19896770000923425,0.7284792275928943,lingam,0.2727272727272726,0.22199184279918133,1.5843879342949074,0.1581602621066907,0.1676349097682431,0.003741430141050167,0.00534138131802722,0.048442432036773085,0.6474216241918898,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_tanh_seed_1000_lambda_0p50.npz
router_ood_tanh_seed_1000_lambda_0p75,router_ood_tanh,1000,0.75,1000,10,tanh_additive,laplace,9,0.6666666666666667,0.7000000000000001,0.5333333333333333,0.6363636363636364,0.8888888888888888,0.7777777777777778,7,4,2.340113599988399,0.22830200000316836,0.20953339998959564,0.7096689429303468,lingam,0.033333333333333326,0.2571899871347854,1.5464458786951405,0.15373364336200496,0.1676077833411167,0.02017406524631818,0.030456027971393407,0.11197946680337247,0.2950349932272371,0,1,CDFM,0.6666666666666667,0.7000000000000001,results/synthetic/raw_predictions/router_ood_tanh_seed_1000_lambda_0p75.npz
router_ood_tanh_seed_1000_lambda_1p00,router_ood_tanh,1000,1.0,1000,10,tanh_additive,laplace,9,0.7499999999999999,0.27272727272727276,0.6,0.23076923076923078,1.0,0.3333333333333333,6,10,2.2729207000229508,0.22868719999678433,0.2157498000015039,0.6994362026193058,cdfm,0.4772727272727271,0.2848019132157449,1.5336133509106804,0.14862854125728417,0.16627272573939245,0.03427412410071805,0.05666574623173113,0.18882442668378827,0.08861399688961225,0,0,CDFM,0.7499999999999999,0.7499999999999999,results/synthetic/raw_predictions/router_ood_tanh_seed_1000_lambda_1p00.npz
router_ood_tanh_seed_1001_lambda_0p00,router_ood_tanh,1001,0.0,1000,10,tanh_additive,laplace,7,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2.3279450999980327,0.2298263999982737,0.19154749999870546,0.81980098229798,tie,0.0,0.13264001806226505,2.1705854278167473,0.1287095616435759,0.12422427249093917,-0.015777588261933127,-0.020720615790453575,0.01370885209364259,0.9118408324014202,1,0,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_tanh_seed_1001_lambda_0p00.npz
router_ood_tanh_seed_1001_lambda_0p25,router_ood_tanh,1001,0.25,1000,10,tanh_additive,laplace,7,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2.3126084999821614,0.23934219998773187,0.1929734000004828,0.8082800396854354,tie,0.0,0.13841824136090947,2.0645202411991233,0.12632144911194407,0.12626819853486518,-0.009089086574920038,-0.014993301341276175,0.018634432411563033,0.8765836425262548,1,0,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_tanh_seed_1001_lambda_0p25.npz
router_ood_tanh_seed_1001_lambda_0p50,router_ood_tanh,1001,0.5,1000,10,tanh_additive,laplace,7,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2.3297239000094123,0.23266350000631064,0.20055059998412617,0.7971017892887479,tie,0.0,0.1402188067692698,1.993942031167953,0.12332926260096914,0.12721054641054644,0.00028224681795657497,-0.005436485244115659,0.019420124835977687,0.8418760918541599,1,0,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_tanh_seed_1001_lambda_0p50.npz
router_ood_tanh_seed_1001_lambda_0p75,router_ood_tanh,1001,0.75,1000,10,tanh_additive,laplace,7,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2.3265587000059895,0.23921580001479015,0.2390523999929428,0.7811955292637116,tie,0.0,0.13962966266556365,1.9487181347414917,0.11964131293898203,0.12700224166890836,0.013580911884220288,0.009277080508052328,0.06582307016321842,0.6960859649852849,1,0,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_tanh_seed_1001_lambda_0p75.npz
router_ood_tanh_seed_1001_lambda_1p00,router_ood_tanh,1001,1.0,1000,10,tanh_additive,laplace,7,0.9333333333333333,0.5333333333333333,0.875,0.5,1.0,0.5714285714285714,1,4,2.497210500005167,0.22274620001553558,0.20142980001401156,0.7645178355074002,cdfm,0.4,0.1431084317809477,1.9191039322217769,0.11524271702188023,0.12585916985916987,0.0201513374362035,0.026522515189593827,0.12289390403084105,0.503160188235991,1,0,DirectLiNGAM,0.5333333333333333,0.9333333333333333,results/synthetic/raw_predictions/router_ood_tanh_seed_1001_lambda_1p00.npz
router_ood_tanh_seed_1002_lambda_0p00,router_ood_tanh,1002,0.0,1000,10,tanh_additive,laplace,14,0.75,1.0,0.6666666666666666,1.0,0.8571428571428571,1.0,8,0,2.39541499997722,0.2332227999868337,0.19362579999142326,0.6811855755570755,lingam,0.25,0.19684781649637792,2.14139490018331,0.2775496104466581,0.2562029191362525,-0.01895771460827592,-0.022578401091111318,0.004600643424130984,0.9882866844561762,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_tanh_seed_1002_lambda_0p00.npz
router_ood_tanh_seed_1002_lambda_0p25,router_ood_tanh,1002,0.25,1000,10,tanh_additive,laplace,14,0.7999999999999999,1.0,0.75,1.0,0.8571428571428571,1.0,6,0,2.2324622999876738,0.23053929998422973,0.20346859999699518,0.6893617177811759,lingam,0.20000000000000007,0.18421774334184865,1.8813530429678296,0.2696164205670341,0.2614800934800935,-0.006335243718475353,-0.014104405755758536,0.024196306209578505,0.9777418839710109,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_tanh_seed_1002_lambda_0p25.npz
router_ood_tanh_seed_1002_lambda_0p50,router_ood_tanh,1002,0.5,1000,10,tanh_additive,laplace,14,0.7692307692307692,1.0,0.8333333333333334,1.0,0.7142857142857143,1.0,5,0,2.521320600004401,0.21642010001232848,0.204209899995476,0.7019614150898572,lingam,0.23076923076923084,0.1983260333594799,1.720544455374315,0.2603272156644978,0.2631119601786269,-0.0010930437562261467,-0.001897737559593688,0.042214476085763716,0.9570513520097297,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_tanh_seed_1002_lambda_0p50.npz
router_ood_tanh_seed_1002_lambda_0p75,router_ood_tanh,1002,0.75,1000,10,tanh_additive,laplace,14,0.7857142857142857,0.7096774193548386,0.7857142857142857,0.6470588235294118,0.7857142857142857,0.7857142857142857,6,6,2.276098300004378,0.2292035999998916,0.20334390000789426,0.6822723200502614,cdfm,0.07603686635944706,0.21515810422138734,1.6171671569742423,0.2494800154564878,0.26115962169295504,0.012729159271275483,0.014719568431824554,0.10225857874950955,0.8483297354996798,1,0,DirectLiNGAM,0.7096774193548386,0.7857142857142857,results/synthetic/raw_predictions/router_ood_tanh_seed_1002_lambda_0p75.npz
router_ood_tanh_seed_1002_lambda_1p00,router_ood_tanh,1002,1.0,1000,10,tanh_additive,laplace,14,0.75,0.0975609756097561,0.6666666666666666,0.07407407407407407,0.8571428571428571,0.14285714285714285,8,25,2.3469420000037644,0.234273200010648,0.21069649999844842,0.6312718803079945,cdfm,0.6524390243902439,0.2237840296872326,1.5446493839330053,0.2370124159795436,0.2561160150493484,0.018896632829868996,0.035596648114018754,0.17456450744184293,0.6306354072186466,1,0,DirectLiNGAM,0.0975609756097561,0.75,results/synthetic/raw_predictions/router_ood_tanh_seed_1002_lambda_1p00.npz
router_ood_tanh_seed_1003_lambda_0p00,router_ood_tanh,1003,0.0,1000,10,tanh_additive,laplace,10,0.7,1.0,0.7,1.0,0.7,1.0,6,0,2.292075199977262,0.2198653999948874,0.22114619999774732,0.8057538588032473,lingam,0.30000000000000004,0.20277279818591004,1.8405831039684777,0.19232124195328465,0.185656372323039,-0.02109283711752584,-0.02611314418038454,-0.004588411845354851,0.9331964184273535,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_tanh_seed_1003_lambda_0p00.npz
router_ood_tanh_seed_1003_lambda_0p25,router_ood_tanh,1003,0.25,1000,10,tanh_additive,laplace,10,0.7,1.0,0.7,1.0,0.7,1.0,6,0,2.393578899995191,0.220982400001958,0.21173850001650862,0.8173691542998447,lingam,0.30000000000000004,0.21737724481408197,1.6282416449270207,0.18555126004170258,0.18755027368360702,-0.010425035416383958,-0.012243609223786284,0.0245395934337875,0.842138050551148,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_tanh_seed_1003_lambda_0p25.npz
router_ood_tanh_seed_1003_lambda_0p50,router_ood_tanh,1003,0.5,1000,10,tanh_additive,laplace,10,0.7777777777777777,1.0,0.875,1.0,0.7,1.0,4,0,2.3374252000066917,0.2363275999960024,0.19314980000490323,0.8172661079643848,lingam,0.22222222222222232,0.23309468630882318,1.5179924141494154,0.18003101732760424,0.1881298883965551,0.009268598235071372,0.007225603802973267,0.0825635975207102,0.5696126189044134,1,1,DirectLiNGAM,1.0,1.0,results/synthetic/raw_predictions/router_ood_tanh_seed_1003_lambda_0p50.npz
router_ood_tanh_seed_1003_lambda_0p75,router_ood_tanh,1003,0.75,1000,10,tanh_additive,laplace,10,0.7777777777777777,0.6666666666666666,0.875,0.6363636363636364,0.7,0.7,4,4,2.279473800008418,0.2221443000016734,0.20297360001131892,0.8017195990753969,cdfm,0.11111111111111105,0.2490163681397121,1.4678819826967326,0.17530983247810034,0.18772591652591655,0.03108237180928018,0.042958121388506514,0.15636579699505448,0.24400874141854592,0,0,CDFM,0.7777777777777777,0.7777777777777777,results/synthetic/raw_predictions/router_ood_tanh_seed_1003_lambda_0p75.npz
router_ood_tanh_seed_1003_lambda_1p00,router_ood_tanh,1003,1.0,1000,10,tanh_additive,laplace,10,0.6666666666666665,0.5833333333333334,0.75,0.5,0.6,0.7,5,7,2.3825391000136733,0.21731060001184233,0.195659400022123,0.7766876813788424,cdfm,0.08333333333333315,0.26245513847801527,1.4596959784332446,0.17019934666977846,0.18567037127037125,0.055518241421828145,0.07054312364298058,0.23642814771985074,0.06231415695876787,0,0,CDFM,0.6666666666666665,0.6666666666666665,results/synthetic/raw_predictions/router_ood_tanh_seed_1003_lambda_1p00.npz
