task_id,split,domain,mechanism,noise,task_index,graph_seed,lambda,n_samples,n_variables,path
dev_src_softsign_laplace_0094,dev,src_softsign_laplace,softsign,laplace,94,100695,1.0,1000,10,data/tasks/dev_src_softsign_laplace_0094.npz
dev_src_interaction_studentt8_0095,dev,src_interaction_studentt8,interaction,student_t8,95,100696,0.0,1000,10,data/tasks/dev_src_interaction_studentt8_0095.npz
dev_src_rff_laplace_0096,dev,src_rff_laplace,rff,laplace,96,100697,0.25,1000,10,data/tasks/dev_src_rff_laplace_0096.npz
dev_src_rff_gaussian_0097,dev,src_rff_gaussian,rff,gaussian,97,100698,0.5,1000,10,data/tasks/dev_src_rff_gaussian_0097.npz
dev_src_tanh_laplace_0098,dev,src_tanh_laplace,tanh,laplace,98,100699,0.75,1000,10,data/tasks/dev_src_tanh_laplace_0098.npz
dev_src_tanh_gaussian_0099,dev,src_tanh_gaussian,tanh,gaussian,99,100700,1.0,1000,10,data/tasks/dev_src_tanh_gaussian_0099.npz
dev_src_softsign_laplace_0100,dev,src_softsign_laplace,softsign,laplace,100,100701,0.0,1000,10,data/tasks/dev_src_softsign_laplace_0100.npz
dev_src_interaction_studentt8_0101,dev,src_interaction_studentt8,interaction,student_t8,101,100702,0.25,1000,10,data/tasks/dev_src_interaction_studentt8_0101.npz
dev_src_rff_laplace_0102,dev,src_rff_laplace,rff,laplace,102,100703,0.5,1000,10,data/tasks/dev_src_rff_laplace_0102.npz
dev_src_rff_gaussian_0103,dev,src_rff_gaussian,rff,gaussian,103,100704,0.75,1000,10,data/tasks/dev_src_rff_gaussian_0103.npz
dev_src_tanh_laplace_0104,dev,src_tanh_laplace,tanh,laplace,104,100705,1.0,1000,10,data/tasks/dev_src_tanh_laplace_0104.npz
dev_src_tanh_gaussian_0105,dev,src_tanh_gaussian,tanh,gaussian,105,100706,0.0,1000,10,data/tasks/dev_src_tanh_gaussian_0105.npz
dev_src_softsign_laplace_0106,dev,src_softsign_laplace,softsign,laplace,106,100707,0.25,1000,10,data/tasks/dev_src_softsign_laplace_0106.npz
dev_src_interaction_studentt8_0107,dev,src_interaction_studentt8,interaction,student_t8,107,100708,0.5,1000,10,data/tasks/dev_src_interaction_studentt8_0107.npz
dev_src_rff_laplace_0108,dev,src_rff_laplace,rff,laplace,108,100709,0.75,1000,10,data/tasks/dev_src_rff_laplace_0108.npz
dev_src_rff_gaussian_0109,dev,src_rff_gaussian,rff,gaussian,109,100710,1.0,1000,10,data/tasks/dev_src_rff_gaussian_0109.npz
dev_src_tanh_laplace_0110,dev,src_tanh_laplace,tanh,laplace,110,100711,0.0,1000,10,data/tasks/dev_src_tanh_laplace_0110.npz
dev_src_tanh_gaussian_0111,dev,src_tanh_gaussian,tanh,gaussian,111,100712,0.25,1000,10,data/tasks/dev_src_tanh_gaussian_0111.npz
dev_src_softsign_laplace_0112,dev,src_softsign_laplace,softsign,laplace,112,100713,0.5,1000,10,data/tasks/dev_src_softsign_laplace_0112.npz
dev_src_interaction_studentt8_0113,dev,src_interaction_studentt8,interaction,student_t8,113,100714,0.75,1000,10,data/tasks/dev_src_interaction_studentt8_0113.npz
dev_src_rff_laplace_0114,dev,src_rff_laplace,rff,laplace,114,100715,1.0,1000,10,data/tasks/dev_src_rff_laplace_0114.npz
dev_src_rff_gaussian_0115,dev,src_rff_gaussian,rff,gaussian,115,100716,0.0,1000,10,data/tasks/dev_src_rff_gaussian_0115.npz
dev_src_tanh_laplace_0116,dev,src_tanh_laplace,tanh,laplace,116,100717,0.25,1000,10,data/tasks/dev_src_tanh_laplace_0116.npz
dev_src_tanh_gaussian_0117,dev,src_tanh_gaussian,tanh,gaussian,117,100718,0.5,1000,10,data/tasks/dev_src_tanh_gaussian_0117.npz
dev_src_softsign_laplace_0118,dev,src_softsign_laplace,softsign,laplace,118,100719,0.75,1000,10,data/tasks/dev_src_softsign_laplace_0118.npz
dev_src_interaction_studentt8_0119,dev,src_interaction_studentt8,interaction,student_t8,119,100720,1.0,1000,10,data/tasks/dev_src_interaction_studentt8_0119.npz
dev_src_rff_laplace_0120,dev,src_rff_laplace,rff,laplace,120,100721,0.0,1000,10,data/tasks/dev_src_rff_laplace_0120.npz
dev_src_rff_gaussian_0121,dev,src_rff_gaussian,rff,gaussian,121,100722,0.25,1000,10,data/tasks/dev_src_rff_gaussian_0121.npz
dev_src_tanh_laplace_0122,dev,src_tanh_laplace,tanh,laplace,122,100723,0.5,1000,10,data/tasks/dev_src_tanh_laplace_0122.npz
dev_src_tanh_gaussian_0123,dev,src_tanh_gaussian,tanh,gaussian,123,100724,0.75,1000,10,data/tasks/dev_src_tanh_gaussian_0123.npz
dev_src_softsign_laplace_0124,dev,src_softsign_laplace,softsign,laplace,124,100725,1.0,1000,10,data/tasks/dev_src_softsign_laplace_0124.npz
dev_src_interaction_studentt8_0125,dev,src_interaction_studentt8,interaction,student_t8,125,100726,0.0,1000,10,data/tasks/dev_src_interaction_studentt8_0125.npz
dev_src_rff_laplace_0126,dev,src_rff_laplace,rff,laplace,126,100727,0.25,1000,10,data/tasks/dev_src_rff_laplace_0126.npz
dev_src_rff_gaussian_0127,dev,src_rff_gaussian,rff,gaussian,127,100728,0.5,1000,10,data/tasks/dev_src_rff_gaussian_0127.npz
dev_src_tanh_laplace_0128,dev,src_tanh_laplace,tanh,laplace,128,100729,0.75,1000,10,data/tasks/dev_src_tanh_laplace_0128.npz
dev_src_tanh_gaussian_0129,dev,src_tanh_gaussian,tanh,gaussian,129,100730,1.0,1000,10,data/tasks/dev_src_tanh_gaussian_0129.npz
dev_src_softsign_laplace_0130,dev,src_softsign_laplace,softsign,laplace,130,100731,0.0,1000,10,data/tasks/dev_src_softsign_laplace_0130.npz
dev_src_interaction_studentt8_0131,dev,src_interaction_studentt8,interaction,student_t8,131,100732,0.25,1000,10,data/tasks/dev_src_interaction_studentt8_0131.npz
dev_src_rff_laplace_0132,dev,src_rff_laplace,rff,laplace,132,100733,0.5,1000,10,data/tasks/dev_src_rff_laplace_0132.npz
dev_src_rff_gaussian_0133,dev,src_rff_gaussian,rff,gaussian,133,100734,0.75,1000,10,data/tasks/dev_src_rff_gaussian_0133.npz
dev_src_tanh_laplace_0134,dev,src_tanh_laplace,tanh,laplace,134,100735,1.0,1000,10,data/tasks/dev_src_tanh_laplace_0134.npz
dev_src_tanh_gaussian_0135,dev,src_tanh_gaussian,tanh,gaussian,135,100736,0.0,1000,10,data/tasks/dev_src_tanh_gaussian_0135.npz
dev_src_softsign_laplace_0136,dev,src_softsign_laplace,softsign,laplace,136,100737,0.25,1000,10,data/tasks/dev_src_softsign_laplace_0136.npz
dev_src_interaction_studentt8_0137,dev,src_interaction_studentt8,interaction,student_t8,137,100738,0.5,1000,10,data/tasks/dev_src_interaction_studentt8_0137.npz
dev_src_rff_laplace_0138,dev,src_rff_laplace,rff,laplace,138,100739,0.75,1000,10,data/tasks/dev_src_rff_laplace_0138.npz
dev_src_rff_gaussian_0139,dev,src_rff_gaussian,rff,gaussian,139,100740,1.0,1000,10,data/tasks/dev_src_rff_gaussian_0139.npz
dev_src_tanh_laplace_0140,dev,src_tanh_laplace,tanh,laplace,140,100741,0.0,1000,10,data/tasks/dev_src_tanh_laplace_0140.npz
dev_src_tanh_gaussian_0141,dev,src_tanh_gaussian,tanh,gaussian,141,100742,0.25,1000,10,data/tasks/dev_src_tanh_gaussian_0141.npz
dev_src_softsign_laplace_0142,dev,src_softsign_laplace,softsign,laplace,142,100743,0.5,1000,10,data/tasks/dev_src_softsign_laplace_0142.npz
dev_src_interaction_studentt8_0143,dev,src_interaction_studentt8,interaction,student_t8,143,100744,0.75,1000,10,data/tasks/dev_src_interaction_studentt8_0143.npz
dev_src_rff_laplace_0144,dev,src_rff_laplace,rff,laplace,144,100745,1.0,1000,10,data/tasks/dev_src_rff_laplace_0144.npz
dev_src_rff_gaussian_0145,dev,src_rff_gaussian,rff,gaussian,145,100746,0.0,1000,10,data/tasks/dev_src_rff_gaussian_0145.npz
dev_src_tanh_laplace_0146,dev,src_tanh_laplace,tanh,laplace,146,100747,0.25,1000,10,data/tasks/dev_src_tanh_laplace_0146.npz
dev_src_tanh_gaussian_0147,dev,src_tanh_gaussian,tanh,gaussian,147,100748,0.5,1000,10,data/tasks/dev_src_tanh_gaussian_0147.npz
dev_src_softsign_laplace_0148,dev,src_softsign_laplace,softsign,laplace,148,100749,0.75,1000,10,data/tasks/dev_src_softsign_laplace_0148.npz
dev_src_interaction_studentt8_0149,dev,src_interaction_studentt8,interaction,student_t8,149,100750,1.0,1000,10,data/tasks/dev_src_interaction_studentt8_0149.npz
dev_src_rff_laplace_0150,dev,src_rff_laplace,rff,laplace,150,100751,0.0,1000,10,data/tasks/dev_src_rff_laplace_0150.npz
dev_src_rff_gaussian_0151,dev,src_rff_gaussian,rff,gaussian,151,100752,0.25,1000,10,data/tasks/dev_src_rff_gaussian_0151.npz
dev_src_tanh_laplace_0152,dev,src_tanh_laplace,tanh,laplace,152,100753,0.5,1000,10,data/tasks/dev_src_tanh_laplace_0152.npz
dev_src_tanh_gaussian_0153,dev,src_tanh_gaussian,tanh,gaussian,153,100754,0.75,1000,10,data/tasks/dev_src_tanh_gaussian_0153.npz
dev_src_softsign_laplace_0154,dev,src_softsign_laplace,softsign,laplace,154,100755,1.0,1000,10,data/tasks/dev_src_softsign_laplace_0154.npz
dev_src_interaction_studentt8_0155,dev,src_interaction_studentt8,interaction,student_t8,155,100756,0.0,1000,10,data/tasks/dev_src_interaction_studentt8_0155.npz
dev_src_rff_laplace_0156,dev,src_rff_laplace,rff,laplace,156,100757,0.25,1000,10,data/tasks/dev_src_rff_laplace_0156.npz
dev_src_rff_gaussian_0157,dev,src_rff_gaussian,rff,gaussian,157,100758,0.5,1000,10,data/tasks/dev_src_rff_gaussian_0157.npz
dev_src_tanh_laplace_0158,dev,src_tanh_laplace,tanh,laplace,158,100759,0.75,1000,10,data/tasks/dev_src_tanh_laplace_0158.npz
dev_src_tanh_gaussian_0159,dev,src_tanh_gaussian,tanh,gaussian,159,100760,1.0,1000,10,data/tasks/dev_src_tanh_gaussian_0159.npz
dev_src_softsign_laplace_0160,dev,src_softsign_laplace,softsign,laplace,160,100761,0.0,1000,10,data/tasks/dev_src_softsign_laplace_0160.npz
dev_src_interaction_studentt8_0161,dev,src_interaction_studentt8,interaction,student_t8,161,100762,0.25,1000,10,data/tasks/dev_src_interaction_studentt8_0161.npz
dev_src_rff_laplace_0162,dev,src_rff_laplace,rff,laplace,162,100763,0.5,1000,10,data/tasks/dev_src_rff_laplace_0162.npz
dev_src_rff_gaussian_0163,dev,src_rff_gaussian,rff,gaussian,163,100764,0.75,1000,10,data/tasks/dev_src_rff_gaussian_0163.npz
dev_src_tanh_laplace_0164,dev,src_tanh_laplace,tanh,laplace,164,100765,1.0,1000,10,data/tasks/dev_src_tanh_laplace_0164.npz
dev_src_tanh_gaussian_0165,dev,src_tanh_gaussian,tanh,gaussian,165,100766,0.0,1000,10,data/tasks/dev_src_tanh_gaussian_0165.npz
dev_src_softsign_laplace_0166,dev,src_softsign_laplace,softsign,laplace,166,100767,0.25,1000,10,data/tasks/dev_src_softsign_laplace_0166.npz
dev_src_interaction_studentt8_0167,dev,src_interaction_studentt8,interaction,student_t8,167,100768,0.5,1000,10,data/tasks/dev_src_interaction_studentt8_0167.npz
dev_src_rff_laplace_0168,dev,src_rff_laplace,rff,laplace,168,100769,0.75,1000,10,data/tasks/dev_src_rff_laplace_0168.npz
dev_src_rff_gaussian_0169,dev,src_rff_gaussian,rff,gaussian,169,100770,1.0,1000,10,data/tasks/dev_src_rff_gaussian_0169.npz
dev_src_tanh_laplace_0170,dev,src_tanh_laplace,tanh,laplace,170,100771,0.0,1000,10,data/tasks/dev_src_tanh_laplace_0170.npz
dev_src_tanh_gaussian_0171,dev,src_tanh_gaussian,tanh,gaussian,171,100772,0.25,1000,10,data/tasks/dev_src_tanh_gaussian_0171.npz
dev_src_softsign_laplace_0172,dev,src_softsign_laplace,softsign,laplace,172,100773,0.5,1000,10,data/tasks/dev_src_softsign_laplace_0172.npz
dev_src_interaction_studentt8_0173,dev,src_interaction_studentt8,interaction,student_t8,173,100774,0.75,1000,10,data/tasks/dev_src_interaction_studentt8_0173.npz
dev_src_rff_laplace_0174,dev,src_rff_laplace,rff,laplace,174,100775,1.0,1000,10,data/tasks/dev_src_rff_laplace_0174.npz
dev_src_rff_gaussian_0175,dev,src_rff_gaussian,rff,gaussian,175,100776,0.0,1000,10,data/tasks/dev_src_rff_gaussian_0175.npz
dev_src_tanh_laplace_0176,dev,src_tanh_laplace,tanh,laplace,176,100777,0.25,1000,10,data/tasks/dev_src_tanh_laplace_0176.npz
dev_src_tanh_gaussian_0177,dev,src_tanh_gaussian,tanh,gaussian,177,100778,0.5,1000,10,data/tasks/dev_src_tanh_gaussian_0177.npz
dev_src_softsign_laplace_0178,dev,src_softsign_laplace,softsign,laplace,178,100779,0.75,1000,10,data/tasks/dev_src_softsign_laplace_0178.npz
dev_src_interaction_studentt8_0179,dev,src_interaction_studentt8,interaction,student_t8,179,100780,1.0,1000,10,data/tasks/dev_src_interaction_studentt8_0179.npz
dev_src_rff_laplace_0180,dev,src_rff_laplace,rff,laplace,180,100781,0.0,1000,10,data/tasks/dev_src_rff_laplace_0180.npz
dev_src_rff_gaussian_0181,dev,src_rff_gaussian,rff,gaussian,181,100782,0.25,1000,10,data/tasks/dev_src_rff_gaussian_0181.npz
dev_src_tanh_laplace_0182,dev,src_tanh_laplace,tanh,laplace,182,100783,0.5,1000,10,data/tasks/dev_src_tanh_laplace_0182.npz
dev_src_tanh_gaussian_0183,dev,src_tanh_gaussian,tanh,gaussian,183,100784,0.75,1000,10,data/tasks/dev_src_tanh_gaussian_0183.npz
dev_src_softsign_laplace_0184,dev,src_softsign_laplace,softsign,laplace,184,100785,1.0,1000,10,data/tasks/dev_src_softsign_laplace_0184.npz
dev_src_interaction_studentt8_0185,dev,src_interaction_studentt8,interaction,student_t8,185,100786,0.0,1000,10,data/tasks/dev_src_interaction_studentt8_0185.npz
dev_src_rff_laplace_0186,dev,src_rff_laplace,rff,laplace,186,100787,0.25,1000,10,data/tasks/dev_src_rff_laplace_0186.npz
dev_src_rff_gaussian_0187,dev,src_rff_gaussian,rff,gaussian,187,100788,0.5,1000,10,data/tasks/dev_src_rff_gaussian_0187.npz
dev_src_tanh_laplace_0188,dev,src_tanh_laplace,tanh,laplace,188,100789,0.75,1000,10,data/tasks/dev_src_tanh_laplace_0188.npz
dev_src_tanh_gaussian_0189,dev,src_tanh_gaussian,tanh,gaussian,189,100790,1.0,1000,10,data/tasks/dev_src_tanh_gaussian_0189.npz
dev_src_softsign_laplace_0190,dev,src_softsign_laplace,softsign,laplace,190,100791,0.0,1000,10,data/tasks/dev_src_softsign_laplace_0190.npz
dev_src_interaction_studentt8_0191,dev,src_interaction_studentt8,interaction,student_t8,191,100792,0.25,1000,10,data/tasks/dev_src_interaction_studentt8_0191.npz
dev_src_rff_laplace_0192,dev,src_rff_laplace,rff,laplace,192,100793,0.5,1000,10,data/tasks/dev_src_rff_laplace_0192.npz
dev_src_rff_gaussian_0193,dev,src_rff_gaussian,rff,gaussian,193,100794,0.75,1000,10,data/tasks/dev_src_rff_gaussian_0193.npz
dev_src_tanh_laplace_0194,dev,src_tanh_laplace,tanh,laplace,194,100795,1.0,1000,10,data/tasks/dev_src_tanh_laplace_0194.npz
dev_src_tanh_gaussian_0195,dev,src_tanh_gaussian,tanh,gaussian,195,100796,0.0,1000,10,data/tasks/dev_src_tanh_gaussian_0195.npz
dev_src_softsign_laplace_0196,dev,src_softsign_laplace,softsign,laplace,196,100797,0.25,1000,10,data/tasks/dev_src_softsign_laplace_0196.npz
dev_src_interaction_studentt8_0197,dev,src_interaction_studentt8,interaction,student_t8,197,100798,0.5,1000,10,data/tasks/dev_src_interaction_studentt8_0197.npz
dev_src_rff_laplace_0198,dev,src_rff_laplace,rff,laplace,198,100799,0.75,1000,10,data/tasks/dev_src_rff_laplace_0198.npz
dev_src_rff_gaussian_0199,dev,src_rff_gaussian,rff,gaussian,199,100800,1.0,1000,10,data/tasks/dev_src_rff_gaussian_0199.npz
dev_src_tanh_laplace_0200,dev,src_tanh_laplace,tanh,laplace,200,100801,0.0,1000,10,data/tasks/dev_src_tanh_laplace_0200.npz
dev_src_tanh_gaussian_0201,dev,src_tanh_gaussian,tanh,gaussian,201,100802,0.25,1000,10,data/tasks/dev_src_tanh_gaussian_0201.npz
dev_src_softsign_laplace_0202,dev,src_softsign_laplace,softsign,laplace,202,100803,0.5,1000,10,data/tasks/dev_src_softsign_laplace_0202.npz
dev_src_interaction_studentt8_0203,dev,src_interaction_studentt8,interaction,student_t8,203,100804,0.75,1000,10,data/tasks/dev_src_interaction_studentt8_0203.npz
dev_src_rff_laplace_0204,dev,src_rff_laplace,rff,laplace,204,100805,1.0,1000,10,data/tasks/dev_src_rff_laplace_0204.npz
dev_src_rff_gaussian_0205,dev,src_rff_gaussian,rff,gaussian,205,100806,0.0,1000,10,data/tasks/dev_src_rff_gaussian_0205.npz
dev_src_tanh_laplace_0206,dev,src_tanh_laplace,tanh,laplace,206,100807,0.25,1000,10,data/tasks/dev_src_tanh_laplace_0206.npz
dev_src_tanh_gaussian_0207,dev,src_tanh_gaussian,tanh,gaussian,207,100808,0.5,1000,10,data/tasks/dev_src_tanh_gaussian_0207.npz
dev_src_softsign_laplace_0208,dev,src_softsign_laplace,softsign,laplace,208,100809,0.75,1000,10,data/tasks/dev_src_softsign_laplace_0208.npz
dev_src_interaction_studentt8_0209,dev,src_interaction_studentt8,interaction,student_t8,209,100810,1.0,1000,10,data/tasks/dev_src_interaction_studentt8_0209.npz
dev_src_rff_laplace_0210,dev,src_rff_laplace,rff,laplace,210,100811,0.0,1000,10,data/tasks/dev_src_rff_laplace_0210.npz
dev_src_rff_gaussian_0211,dev,src_rff_gaussian,rff,gaussian,211,100812,0.25,1000,10,data/tasks/dev_src_rff_gaussian_0211.npz
dev_src_tanh_laplace_0212,dev,src_tanh_laplace,tanh,laplace,212,100813,0.5,1000,10,data/tasks/dev_src_tanh_laplace_0212.npz
dev_src_tanh_gaussian_0213,dev,src_tanh_gaussian,tanh,gaussian,213,100814,0.75,1000,10,data/tasks/dev_src_tanh_gaussian_0213.npz
dev_src_softsign_laplace_0214,dev,src_softsign_laplace,softsign,laplace,214,100815,1.0,1000,10,data/tasks/dev_src_softsign_laplace_0214.npz
dev_src_interaction_studentt8_0215,dev,src_interaction_studentt8,interaction,student_t8,215,100816,0.0,1000,10,data/tasks/dev_src_interaction_studentt8_0215.npz
dev_src_rff_laplace_0216,dev,src_rff_laplace,rff,laplace,216,100817,0.25,1000,10,data/tasks/dev_src_rff_laplace_0216.npz
dev_src_rff_gaussian_0217,dev,src_rff_gaussian,rff,gaussian,217,100818,0.5,1000,10,data/tasks/dev_src_rff_gaussian_0217.npz
dev_src_tanh_laplace_0218,dev,src_tanh_laplace,tanh,laplace,218,100819,0.75,1000,10,data/tasks/dev_src_tanh_laplace_0218.npz
dev_src_tanh_gaussian_0219,dev,src_tanh_gaussian,tanh,gaussian,219,100820,1.0,1000,10,data/tasks/dev_src_tanh_gaussian_0219.npz
dev_src_softsign_laplace_0220,dev,src_softsign_laplace,softsign,laplace,220,100821,0.0,1000,10,data/tasks/dev_src_softsign_laplace_0220.npz
dev_src_interaction_studentt8_0221,dev,src_interaction_studentt8,interaction,student_t8,221,100822,0.25,1000,10,data/tasks/dev_src_interaction_studentt8_0221.npz
dev_src_rff_laplace_0222,dev,src_rff_laplace,rff,laplace,222,100823,0.5,1000,10,data/tasks/dev_src_rff_laplace_0222.npz
dev_src_rff_gaussian_0223,dev,src_rff_gaussian,rff,gaussian,223,100824,0.75,1000,10,data/tasks/dev_src_rff_gaussian_0223.npz
dev_src_tanh_laplace_0224,dev,src_tanh_laplace,tanh,laplace,224,100825,1.0,1000,10,data/tasks/dev_src_tanh_laplace_0224.npz
dev_src_tanh_gaussian_0225,dev,src_tanh_gaussian,tanh,gaussian,225,100826,0.0,1000,10,data/tasks/dev_src_tanh_gaussian_0225.npz
dev_src_softsign_laplace_0226,dev,src_softsign_laplace,softsign,laplace,226,100827,0.25,1000,10,data/tasks/dev_src_softsign_laplace_0226.npz
dev_src_interaction_studentt8_0227,dev,src_interaction_studentt8,interaction,student_t8,227,100828,0.5,1000,10,data/tasks/dev_src_interaction_studentt8_0227.npz
dev_src_rff_laplace_0228,dev,src_rff_laplace,rff,laplace,228,100829,0.75,1000,10,data/tasks/dev_src_rff_laplace_0228.npz
dev_src_rff_gaussian_0229,dev,src_rff_gaussian,rff,gaussian,229,100830,1.0,1000,10,data/tasks/dev_src_rff_gaussian_0229.npz
dev_src_tanh_laplace_0230,dev,src_tanh_laplace,tanh,laplace,230,100831,0.0,1000,10,data/tasks/dev_src_tanh_laplace_0230.npz
dev_src_tanh_gaussian_0231,dev,src_tanh_gaussian,tanh,gaussian,231,100832,0.25,1000,10,data/tasks/dev_src_tanh_gaussian_0231.npz
dev_src_softsign_laplace_0232,dev,src_softsign_laplace,softsign,laplace,232,100833,0.5,1000,10,data/tasks/dev_src_softsign_laplace_0232.npz
dev_src_interaction_studentt8_0233,dev,src_interaction_studentt8,interaction,student_t8,233,100834,0.75,1000,10,data/tasks/dev_src_interaction_studentt8_0233.npz
dev_src_rff_laplace_0234,dev,src_rff_laplace,rff,laplace,234,100835,1.0,1000,10,data/tasks/dev_src_rff_laplace_0234.npz
dev_src_rff_gaussian_0235,dev,src_rff_gaussian,rff,gaussian,235,100836,0.0,1000,10,data/tasks/dev_src_rff_gaussian_0235.npz
dev_src_tanh_laplace_0236,dev,src_tanh_laplace,tanh,laplace,236,100837,0.25,1000,10,data/tasks/dev_src_tanh_laplace_0236.npz
dev_src_tanh_gaussian_0237,dev,src_tanh_gaussian,tanh,gaussian,237,100838,0.5,1000,10,data/tasks/dev_src_tanh_gaussian_0237.npz
dev_src_softsign_laplace_0238,dev,src_softsign_laplace,softsign,laplace,238,100839,0.75,1000,10,data/tasks/dev_src_softsign_laplace_0238.npz
dev_src_interaction_studentt8_0239,dev,src_interaction_studentt8,interaction,student_t8,239,100840,1.0,1000,10,data/tasks/dev_src_interaction_studentt8_0239.npz
dev_src_rff_laplace_0240,dev,src_rff_laplace,rff,laplace,240,100841,0.0,1000,10,data/tasks/dev_src_rff_laplace_0240.npz
dev_src_rff_gaussian_0241,dev,src_rff_gaussian,rff,gaussian,241,100842,0.25,1000,10,data/tasks/dev_src_rff_gaussian_0241.npz
dev_src_tanh_laplace_0242,dev,src_tanh_laplace,tanh,laplace,242,100843,0.5,1000,10,data/tasks/dev_src_tanh_laplace_0242.npz
dev_src_tanh_gaussian_0243,dev,src_tanh_gaussian,tanh,gaussian,243,100844,0.75,1000,10,data/tasks/dev_src_tanh_gaussian_0243.npz
dev_src_softsign_laplace_0244,dev,src_softsign_laplace,softsign,laplace,244,100845,1.0,1000,10,data/tasks/dev_src_softsign_laplace_0244.npz
dev_src_interaction_studentt8_0245,dev,src_interaction_studentt8,interaction,student_t8,245,100846,0.0,1000,10,data/tasks/dev_src_interaction_studentt8_0245.npz
dev_src_rff_laplace_0246,dev,src_rff_laplace,rff,laplace,246,100847,0.25,1000,10,data/tasks/dev_src_rff_laplace_0246.npz
dev_src_rff_gaussian_0247,dev,src_rff_gaussian,rff,gaussian,247,100848,0.5,1000,10,data/tasks/dev_src_rff_gaussian_0247.npz
dev_src_tanh_laplace_0248,dev,src_tanh_laplace,tanh,laplace,248,100849,0.75,1000,10,data/tasks/dev_src_tanh_laplace_0248.npz
dev_src_tanh_gaussian_0249,dev,src_tanh_gaussian,tanh,gaussian,249,100850,1.0,1000,10,data/tasks/dev_src_tanh_gaussian_0249.npz
dev_src_softsign_laplace_0250,dev,src_softsign_laplace,softsign,laplace,250,100851,0.0,1000,10,data/tasks/dev_src_softsign_laplace_0250.npz
dev_src_interaction_studentt8_0251,dev,src_interaction_studentt8,interaction,student_t8,251,100852,0.25,1000,10,data/tasks/dev_src_interaction_studentt8_0251.npz
dev_src_rff_laplace_0252,dev,src_rff_laplace,rff,laplace,252,100853,0.5,1000,10,data/tasks/dev_src_rff_laplace_0252.npz
dev_src_rff_gaussian_0253,dev,src_rff_gaussian,rff,gaussian,253,100854,0.75,1000,10,data/tasks/dev_src_rff_gaussian_0253.npz
dev_src_tanh_laplace_0254,dev,src_tanh_laplace,tanh,laplace,254,100855,1.0,1000,10,data/tasks/dev_src_tanh_laplace_0254.npz
dev_src_tanh_gaussian_0255,dev,src_tanh_gaussian,tanh,gaussian,255,100856,0.0,1000,10,data/tasks/dev_src_tanh_gaussian_0255.npz
dev_src_softsign_laplace_0256,dev,src_softsign_laplace,softsign,laplace,256,100857,0.25,1000,10,data/tasks/dev_src_softsign_laplace_0256.npz
dev_src_interaction_studentt8_0257,dev,src_interaction_studentt8,interaction,student_t8,257,100858,0.5,1000,10,data/tasks/dev_src_interaction_studentt8_0257.npz
dev_src_rff_laplace_0258,dev,src_rff_laplace,rff,laplace,258,100859,0.75,1000,10,data/tasks/dev_src_rff_laplace_0258.npz
dev_src_rff_gaussian_0259,dev,src_rff_gaussian,rff,gaussian,259,100860,1.0,1000,10,data/tasks/dev_src_rff_gaussian_0259.npz
dev_src_tanh_laplace_0260,dev,src_tanh_laplace,tanh,laplace,260,100861,0.0,1000,10,data/tasks/dev_src_tanh_laplace_0260.npz
dev_src_tanh_gaussian_0261,dev,src_tanh_gaussian,tanh,gaussian,261,100862,0.25,1000,10,data/tasks/dev_src_tanh_gaussian_0261.npz
dev_src_softsign_laplace_0262,dev,src_softsign_laplace,softsign,laplace,262,100863,0.5,1000,10,data/tasks/dev_src_softsign_laplace_0262.npz
dev_src_interaction_studentt8_0263,dev,src_interaction_studentt8,interaction,student_t8,263,100864,0.75,1000,10,data/tasks/dev_src_interaction_studentt8_0263.npz
dev_src_rff_laplace_0264,dev,src_rff_laplace,rff,laplace,264,100865,1.0,1000,10,data/tasks/dev_src_rff_laplace_0264.npz
dev_src_rff_gaussian_0265,dev,src_rff_gaussian,rff,gaussian,265,100866,0.0,1000,10,data/tasks/dev_src_rff_gaussian_0265.npz
dev_src_tanh_laplace_0266,dev,src_tanh_laplace,tanh,laplace,266,100867,0.25,1000,10,data/tasks/dev_src_tanh_laplace_0266.npz
dev_src_tanh_gaussian_0267,dev,src_tanh_gaussian,tanh,gaussian,267,100868,0.5,1000,10,data/tasks/dev_src_tanh_gaussian_0267.npz
dev_src_softsign_laplace_0268,dev,src_softsign_laplace,softsign,laplace,268,100869,0.75,1000,10,data/tasks/dev_src_softsign_laplace_0268.npz
dev_src_interaction_studentt8_0269,dev,src_interaction_studentt8,interaction,student_t8,269,100870,1.0,1000,10,data/tasks/dev_src_interaction_studentt8_0269.npz
dev_src_rff_laplace_0270,dev,src_rff_laplace,rff,laplace,270,100871,0.0,1000,10,data/tasks/dev_src_rff_laplace_0270.npz
dev_src_rff_gaussian_0271,dev,src_rff_gaussian,rff,gaussian,271,100872,0.25,1000,10,data/tasks/dev_src_rff_gaussian_0271.npz
dev_src_tanh_laplace_0272,dev,src_tanh_laplace,tanh,laplace,272,100873,0.5,1000,10,data/tasks/dev_src_tanh_laplace_0272.npz
dev_src_tanh_gaussian_0273,dev,src_tanh_gaussian,tanh,gaussian,273,100874,0.75,1000,10,data/tasks/dev_src_tanh_gaussian_0273.npz
dev_src_softsign_laplace_0274,dev,src_softsign_laplace,softsign,laplace,274,100875,1.0,1000,10,data/tasks/dev_src_softsign_laplace_0274.npz
dev_src_interaction_studentt8_0275,dev,src_interaction_studentt8,interaction,student_t8,275,100876,0.0,1000,10,data/tasks/dev_src_interaction_studentt8_0275.npz
